Subject,Gender,Year,Age,Cumulative,Candidates,Grades,Percent
Religious studies,Female,2015,All ages,Non-cumulative percentages,14820,B,30.9
Religious studies,Female,2015,All ages,Non-cumulative percentages,14820,C,25.4
Religious studies,Female,2015,All ages,Non-cumulative percentages,14820,D,13.5
Religious studies,Female,2015,All ages,Non-cumulative percentages,14820,E,4.7
Religious studies,Female,2016,All ages,Cumulative percentages,15910,A and above,24.1
Religious studies,Female,2016,All ages,Cumulative percentages,15910,A*,5.1
Religious studies,Female,2016,All ages,Cumulative percentages,15910,B and above,55.5
Religious studies,Female,2016,All ages,Cumulative percentages,15910,C and above,81
Religious studies,Female,2016,All ages,Cumulative percentages,15910,D and above,94.2
Religious studies,Female,2016,All ages,Cumulative percentages,15910,E and above,98.7
Religious studies,Female,2016,All ages,Non-cumulative percentages,15910,A,19
Religious studies,Female,2016,All ages,Non-cumulative percentages,15910,A*,5.1
Religious studies,Female,2016,All ages,Non-cumulative percentages,15910,B,31.4
Religious studies,Female,2016,All ages,Non-cumulative percentages,15910,C,25.5
Religious studies,Female,2016,All ages,Non-cumulative percentages,15910,D,13.2
Religious studies,Female,2016,All ages,Non-cumulative percentages,15910,E,4.5
Religious studies,Female,2017,Aged 18,Cumulative percentages,13980,A and above,24.1
Religious studies,Female,2017,Aged 18,Cumulative percentages,13980,A*,5.5
Religious studies,Female,2017,Aged 18,Cumulative percentages,13980,B and above,56
Religious studies,Female,2017,Aged 18,Cumulative percentages,13980,C and above,81.6
Religious studies,Female,2017,Aged 18,Cumulative percentages,13980,D and above,94.1
Religious studies,Female,2017,Aged 18,Cumulative percentages,13980,E and above,98.7
Religious studies,Female,2017,Aged 18,Non-cumulative percentages,13980,A,18.6
Religious studies,Female,2017,Aged 18,Non-cumulative percentages,13980,A*,5.5
Religious studies,Female,2017,Aged 18,Non-cumulative percentages,13980,B,31.8
Religious studies,Female,2017,Aged 18,Non-cumulative percentages,13980,C,25.6
Religious studies,Female,2017,Aged 18,Non-cumulative percentages,13980,D,12.5
Religious studies,Female,2017,Aged 18,Non-cumulative percentages,13980,E,4.6
Religious studies,Female,2017,All ages,Cumulative percentages,15530,A and above,23.7
Religious studies,Female,2017,All ages,Cumulative percentages,15530,A*,5.4
Religious studies,Female,2017,All ages,Cumulative percentages,15530,B and above,55.4
Religious studies,Female,2017,All ages,Cumulative percentages,15530,C and above,81.2
Religious studies,Female,2017,All ages,Cumulative percentages,15530,D and above,93.9
Religious studies,Female,2017,All ages,Cumulative percentages,15530,E and above,98.6
Religious studies,Female,2017,All ages,Non-cumulative percentages,15530,A,18.3
Religious studies,Female,2017,All ages,Non-cumulative percentages,15530,A*,5.4
Religious studies,Female,2017,All ages,Non-cumulative percentages,15530,B,31.8
Religious studies,Female,2017,All ages,Non-cumulative percentages,15530,C,25.8
Religious studies,Female,2017,All ages,Non-cumulative percentages,15530,D,12.7
Religious studies,Female,2017,All ages,Non-cumulative percentages,15530,E,4.7
Religious studies,Female,2018,Aged 18,Cumulative percentages,10960,A and above,22.9
Religious studies,Female,2018,Aged 18,Cumulative percentages,10960,A*,4.3
Religious studies,Female,2018,Aged 18,Cumulative percentages,10960,B and above,52.5
Religious studies,Female,2018,Aged 18,Cumulative percentages,10960,C and above,78.4
Religious studies,Female,2018,Aged 18,Cumulative percentages,10960,D and above,92.8
Religious studies,Female,2018,Aged 18,Cumulative percentages,10960,E and above,98.4
Religious studies,Female,2018,Aged 18,Non-cumulative percentages,10960,A,18.6
Religious studies,Female,2018,Aged 18,Non-cumulative percentages,10960,A*,4.3
Religious studies,Female,2018,Aged 18,Non-cumulative percentages,10960,B,29.6
Religious studies,Female,2018,Aged 18,Non-cumulative percentages,10960,C,25.9
Religious studies,Female,2018,Aged 18,Non-cumulative percentages,10960,D,14.4
Religious studies,Female,2018,Aged 18,Non-cumulative percentages,10960,E,5.5
Religious studies,Female,2018,All ages,Cumulative percentages,12045,A and above,22.5
Religious studies,Female,2018,All ages,Cumulative percentages,12045,A*,4.3
Religious studies,Female,2018,All ages,Cumulative percentages,12045,B and above,52
Religious studies,Female,2018,All ages,Cumulative percentages,12045,C and above,77.9
Religious studies,Female,2018,All ages,Cumulative percentages,12045,D and above,92.5
Religious studies,Female,2018,All ages,Cumulative percentages,12045,E and above,98.2
Religious studies,Female,2018,All ages,Non-cumulative percentages,12045,A,18.2
Religious studies,Female,2018,All ages,Non-cumulative percentages,12045,A*,4.3
Religious studies,Female,2018,All ages,Non-cumulative percentages,12045,B,29.5
Religious studies,Female,2018,All ages,Non-cumulative percentages,12045,C,25.9
Religious studies,Female,2018,All ages,Non-cumulative percentages,12045,D,14.6
Religious studies,Female,2018,All ages,Non-cumulative percentages,12045,E,5.7
Religious studies,Female,2019,Aged 18,Cumulative percentages,10670,A and above,21.9
Religious studies,Female,2019,Aged 18,Cumulative percentages,10670,A*,4.2
Religious studies,Female,2019,Aged 18,Cumulative percentages,10670,B and above,50.6
Religious studies,Female,2019,Aged 18,Cumulative percentages,10670,C and above,77
Religious studies,Female,2019,Aged 18,Cumulative percentages,10670,D and above,92.8
Religious studies,Female,2019,Aged 18,Cumulative percentages,10670,E and above,98.6
Religious studies,Female,2019,Aged 18,Non-cumulative percentages,10670,A,17.7
Religious studies,Female,2019,Aged 18,Non-cumulative percentages,10670,A*,4.2
Religious studies,Female,2019,Aged 18,Non-cumulative percentages,10670,B,28.6
Religious studies,Female,2019,Aged 18,Non-cumulative percentages,10670,C,26.5
Religious studies,Female,2019,Aged 18,Non-cumulative percentages,10670,D,15.7
Religious studies,Female,2019,Aged 18,Non-cumulative percentages,10670,E,5.8
Religious studies,Female,2019,All ages,Cumulative percentages,11540,A and above,21.3
Religious studies,Female,2019,All ages,Cumulative percentages,11540,A*,4.1
Religious studies,Female,2019,All ages,Cumulative percentages,11540,B and above,49.7
Religious studies,Female,2019,All ages,Cumulative percentages,11540,C and above,76.4
Religious studies,Female,2019,All ages,Cumulative percentages,11540,D and above,92.3
Religious studies,Female,2019,All ages,Cumulative percentages,11540,E and above,98.4
Religious studies,Female,2019,All ages,Non-cumulative percentages,11540,A,17.2
Religious studies,Female,2019,All ages,Non-cumulative percentages,11540,A*,4.1
Religious studies,Female,2019,All ages,Non-cumulative percentages,11540,B,28.4
Religious studies,Female,2019,All ages,Non-cumulative percentages,11540,C,26.7
Religious studies,Female,2019,All ages,Non-cumulative percentages,11540,D,15.9
Religious studies,Female,2019,All ages,Non-cumulative percentages,11540,E,6.1
Religious studies,Female,2020,Aged 18,Cumulative percentages,9885,A and above,37.1
Religious studies,Female,2020,Aged 18,Cumulative percentages,9885,A*,11.6
Religious studies,Female,2020,Aged 18,Cumulative percentages,9885,B and above,67.1
Religious studies,Female,2020,Aged 18,Cumulative percentages,9885,C and above,90
Religious studies,Female,2020,Aged 18,Cumulative percentages,9885,D and above,97.8
Religious studies,Female,2020,Aged 18,Cumulative percentages,9885,E and above,99.8
Religious studies,Female,2020,Aged 18,Non-cumulative percentages,9885,A,25.5
Religious studies,Female,2020,Aged 18,Non-cumulative percentages,9885,A*,11.6
Religious studies,Female,2020,Aged 18,Non-cumulative percentages,9885,B,30
Religious studies,Female,2020,Aged 18,Non-cumulative percentages,9885,C,22.9
Religious studies,Female,2020,Aged 18,Non-cumulative percentages,9885,D,7.8
Religious studies,Female,2020,Aged 18,Non-cumulative percentages,9885,E,2
Religious studies,Female,2020,All ages,Cumulative percentages,10615,A and above,36.6
Religious studies,Female,2020,All ages,Cumulative percentages,10615,A*,11.3
Religious studies,Female,2020,All ages,Cumulative percentages,10615,B and above,66.4
Religious studies,Female,2020,All ages,Cumulative percentages,10615,C and above,89.4
Religious studies,Female,2020,All ages,Cumulative percentages,10615,D and above,97.6
Religious studies,Female,2020,All ages,Cumulative percentages,10615,E and above,99.8
Religious studies,Female,2020,All ages,Non-cumulative percentages,10615,A,25.3
Religious studies,Female,2020,All ages,Non-cumulative percentages,10615,A*,11.3
Religious studies,Female,2020,All ages,Non-cumulative percentages,10615,B,29.8
Religious studies,Female,2020,All ages,Non-cumulative percentages,10615,C,23
Religious studies,Female,2020,All ages,Non-cumulative percentages,10615,D,8.2
Religious studies,Female,2020,All ages,Non-cumulative percentages,10615,E,2.2
Religious studies,Female,2021,Aged 18,Cumulative percentages,10790,A and above,44.3
Religious studies,Female,2021,Aged 18,Cumulative percentages,10790,A*,16.5
Religious studies,Female,2021,Aged 18,Cumulative percentages,10790,B and above,73.7
Religious studies,Female,2021,Aged 18,Cumulative percentages,10790,C and above,92.6
Religious studies,Female,2021,Aged 18,Cumulative percentages,10790,D and above,98
Religious studies,Female,2021,Aged 18,Cumulative percentages,10790,E and above,99.8
Religious studies,Female,2021,Aged 18,Non-cumulative percentages,10790,A,27.8
Religious studies,Female,2021,Aged 18,Non-cumulative percentages,10790,A*,16.5
Religious studies,Female,2021,Aged 18,Non-cumulative percentages,10790,B,29.4
Religious studies,Female,2021,Aged 18,Non-cumulative percentages,10790,C,18.9
Religious studies,Female,2021,Aged 18,Non-cumulative percentages,10790,D,5.4
Religious studies,Female,2021,Aged 18,Non-cumulative percentages,10790,E,1.8
Religious studies,Female,2021,All ages,Cumulative percentages,11375,A and above,44.1
Religious studies,Female,2021,All ages,Cumulative percentages,11375,A*,16.3
Religious studies,Female,2021,All ages,Cumulative percentages,11375,B and above,73.3
Religious studies,Female,2021,All ages,Cumulative percentages,11375,C and above,92.3
Religious studies,Female,2021,All ages,Cumulative percentages,11375,D and above,97.9
Religious studies,Female,2021,All ages,Cumulative percentages,11375,E and above,99.8
Religious studies,Female,2021,All ages,Non-cumulative percentages,11375,A,27.7
Religious studies,Female,2021,All ages,Non-cumulative percentages,11375,A*,16.3
Religious studies,Female,2021,All ages,Non-cumulative percentages,11375,B,29.3
Religious studies,Female,2021,All ages,Non-cumulative percentages,11375,C,18.9
Religious studies,Female,2021,All ages,Non-cumulative percentages,11375,D,5.6
Religious studies,Female,2021,All ages,Non-cumulative percentages,11375,E,1.9
Religious studies,Male,2008,All ages,Cumulative percentages,5785,A and above,25.1
Religious studies,Male,2008,All ages,Cumulative percentages,5785,B and above,53.5
Religious studies,Male,2008,All ages,Cumulative percentages,5785,C and above,78.5
Religious studies,Male,2008,All ages,Cumulative percentages,5785,D and above,93.2
Religious studies,Male,2008,All ages,Cumulative percentages,5785,E and above,98.4
Religious studies,Male,2008,All ages,Non-cumulative percentages,5785,A,25.1
Religious studies,Male,2008,All ages,Non-cumulative percentages,5785,B,28.4
Religious studies,Male,2008,All ages,Non-cumulative percentages,5785,C,25
Religious studies,Male,2008,All ages,Non-cumulative percentages,5785,D,14.7
Religious studies,Male,2008,All ages,Non-cumulative percentages,5785,E,5.2
Religious studies,Male,2009,All ages,Cumulative percentages,5960,A and above,25.5
Religious studies,Male,2009,All ages,Cumulative percentages,5960,B and above,53.7
Religious studies,Male,2009,All ages,Cumulative percentages,5960,C and above,78.2
Religious studies,Male,2009,All ages,Cumulative percentages,5960,D and above,92.7
Religious studies,Male,2009,All ages,Cumulative percentages,5960,E and above,98.3
Religious studies,Male,2009,All ages,Non-cumulative percentages,5960,A,25.5
Religious studies,Male,2009,All ages,Non-cumulative percentages,5960,B,28.2
Religious studies,Male,2009,All ages,Non-cumulative percentages,5960,C,24.5
Religious studies,Male,2009,All ages,Non-cumulative percentages,5960,D,14.5
Religious studies,Male,2009,All ages,Non-cumulative percentages,5960,E,5.6
Religious studies,Male,2010,All ages,Cumulative percentages,5865,A and above,25.5
Religious studies,Male,2010,All ages,Cumulative percentages,5865,A*,5.6
Religious studies,Male,2010,All ages,Cumulative percentages,5865,B and above,51.4
Religious studies,Male,2010,All ages,Cumulative percentages,5865,C and above,75.2
Religious studies,Male,2010,All ages,Cumulative percentages,5865,D and above,90.5
Religious studies,Male,2010,All ages,Cumulative percentages,5865,E and above,97.6
Religious studies,Male,2010,All ages,Non-cumulative percentages,5865,A,19.9
Religious studies,Male,2010,All ages,Non-cumulative percentages,5865,A*,5.6
Religious studies,Male,2010,All ages,Non-cumulative percentages,5865,B,25.9
Religious studies,Male,2010,All ages,Non-cumulative percentages,5865,C,23.8
Religious studies,Male,2010,All ages,Non-cumulative percentages,5865,D,15.3
Religious studies,Male,2010,All ages,Non-cumulative percentages,5865,E,7.1
Religious studies,Male,2011,All ages,Cumulative percentages,6025,A and above,25.9
Religious studies,Male,2011,All ages,Cumulative percentages,6025,A*,5.9
Religious studies,Male,2011,All ages,Cumulative percentages,6025,B and above,54.9
Religious studies,Male,2011,All ages,Cumulative percentages,6025,C and above,78.2
Religious studies,Male,2011,All ages,Cumulative percentages,6025,D and above,92.2
Religious studies,Male,2011,All ages,Cumulative percentages,6025,E and above,98.2
Religious studies,Male,2011,All ages,Non-cumulative percentages,6025,A,20
Religious studies,Male,2011,All ages,Non-cumulative percentages,6025,A*,5.9
Religious studies,Male,2011,All ages,Non-cumulative percentages,6025,B,29
Religious studies,Male,2011,All ages,Non-cumulative percentages,6025,C,23.3
Religious studies,Male,2011,All ages,Non-cumulative percentages,6025,D,14
Religious studies,Male,2011,All ages,Non-cumulative percentages,6025,E,6
Religious studies,Male,2012,All ages,Cumulative percentages,6160,A and above,23.7
Religious studies,Male,2012,All ages,Cumulative percentages,6160,A*,5.4
Religious studies,Male,2012,All ages,Cumulative percentages,6160,B and above,52.5
Religious studies,Male,2012,All ages,Cumulative percentages,6160,C and above,77
